length,$p_{stable}$,Energy,Consensus
48,$0.5$,-0.75,0.16796875
12,$0.7$,-0.7265625,0.12760416666666666
2,$0.9$,-0.6171875,0.08984375
1,$1$,-0.609375,0.125
9,$0.0$,-0.8671875,0.2361111111111111
5,$0.1$,-0.8671875,0.4296875
12,$0.3$,-0.8125,0.18359375
60,$0.5$,-0.7734375,0.23697916666666666
12,$0.7$,-0.6484375,0.022135416666666668
2,$0.9$,-0.6796875,0.0546875
1,$1$,-0.578125,0.03125
8,$0.0$,-0.8671875,0.015625
1,$0.1$,-0.875,0.375
1,$0.3$,-0.9296875,0.921875
6,$0.5$,-0.7421875,0.3671875
12,$0.7$,-0.734375,0.41796875
2,$0.9$,-0.609375,0.0546875
1,$1$,-0.5859375,0.078125
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
60,$0.3$,-0.828125,0.380859375
12,$0.5$,-0.765625,0.02473958333333333
6,$0.7$,-0.7109375,0.02083333333333333
2,$0.9$,-0.640625,0.01171875
1,$1$,-0.6484375,0.0234375
1,$0.0$,-0.875,0.25
1,$0.1$,-1.0,1.0
12,$0.3$,-0.8203125,0.2975260416666667
12,$0.5$,-0.7890625,0.2317708333333333
12,$0.7$,-0.734375,0.4934895833333333
4,$0.9$,-0.6484375,0.11328125
1,$1$,-0.5703125,0.03125
72,$0.0$,-0.859375,0.09895833333333333
1,$0.1$,-1.0,1.0
1,$0.3$,-1.0,1.0
12,$0.5$,-0.7421875,0.05729166666666665
2,$0.7$,-0.71875,0.4921875
3,$0.9$,-0.6796875,0.296875
1,$1$,-0.609375,0.3203125
1,$0.0$,-1.0,1.0
8,$0.1$,-0.8671875,0.0625
168,$0.3$,-0.75,0.16908482142857142
132,$0.5$,-0.65625,0.20655776515151514
4,$0.7$,-0.6484375,0.203125
2,$0.9$,-0.5859375,0.09765625
1,$1$,-0.5546875,0.0234375
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
60,$0.3$,-0.796875,0.302734375
30,$0.5$,-0.6875,0.3177083333333333
2,$0.7$,-0.78125,0.19921875
6,$0.9$,-0.6796875,0.24609375
1,$1$,-0.625,0.0390625
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
270,$0.3$,-0.8359375,0.41695601851851855
12,$0.5$,-0.7265625,0.1484375
14,$0.7$,-0.734375,0.01841517857142857
2,$0.9$,-0.671875,0.0625
1,$1$,-0.6171875,0.046875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
15,$0.3$,-0.9140625,0.8072916666666666
84,$0.5$,-0.8359375,0.6495535714285714
42,$0.7$,-0.6484375,0.3387276785714285
2,$0.9$,-0.59375,0.14453125
1,$1$,-0.5703125,0.203125
1,$0.0$,-0.875,0.0
1,$0.1$,-1.0,1.0
3002,$0.3$,-0.7421875,0.03125
52,$0.5$,-0.7734375,0.07602163461538461
2,$0.7$,-0.6796875,0.34765625
2,$0.9$,-0.65625,0.24609375
1,$1$,-0.5703125,0.2421875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
540,$0.3$,-0.8125,0.29266493055555554
132,$0.5$,-0.765625,0.2677556818181818
6,$0.7$,-0.6953125,0.1015625
4,$0.9$,-0.6796875,0.17578125
1,$1$,-0.6953125,0.15625
10,$0.0$,-0.8671875,0.4625
1,$0.1$,-0.953125,0.9375
3002,$0.3$,-0.8203125,0.28125
24,$0.5$,-0.71875,0.0439453125
6,$0.7$,-0.6640625,0.02734375
2,$0.9$,-0.6328125,0.09375
1,$1$,-0.609375,0.0546875
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
3002,$0.3$,-0.75,0.125
18,$0.5$,-0.75,0.25390625
6,$0.7$,-0.65625,0.203125
2,$0.9$,-0.6796875,0.3203125
1,$1$,-0.6015625,0.234375
72,$0.0$,-0.859375,0.3663194444444444
1,$0.1$,-1.0,1.0
618,$0.3$,-0.828125,0.3557974312297735
30,$0.5$,-0.8125,0.421875
2,$0.7$,-0.8515625,0.7890625
2,$0.9$,-0.59375,0.35546875
1,$1$,-0.5234375,0.234375
72,$0.0$,-0.84375,0.11805555555555555
1,$0.1$,-1.0,1.0
42,$0.3$,-0.8203125,0.10063244047619048
60,$0.5$,-0.78125,0.0703125
6,$0.7$,-0.7421875,0.13671875
2,$0.9$,-0.65625,0.03125
1,$1$,-0.625,0.0
1,$0.0$,-1.0,1.0
1,$0.1$,-1.0,1.0
