init_magnet,Energy,Density,order,init_stab,length,sample
0.6,-0.96484375,0.0263671875,off_first,0.5,0,2042637280
0.6,-1.0,0.0,random,0.5,1,2042637280
0.6,-0.904296875,0.0771484375,off_first,0.6,0,2042637280
0.6,-0.962890625,0.025390625,random,0.6,1,2042637280
0.6,-0.9296875,0.046875,off_first,0.8,0,2042637280
0.6,-1.0,0.0,random,0.8,1,2042637280
0.8,-0.9375,0.015625,off_first,0.0,0,2042637280
0.8,-1.0,0.0,random,0.0,1,2042637280
0.8,-0.9921875,0.001953125,off_first,0.2,0,2042637280
0.8,-1.0,0.0,random,0.2,1,2042637280
0.8,-0.984375,0.00390625,off_first,0.4,0,2042637280
0.8,-1.0,0.0,random,0.4,1,2042637280
0.8,-1.0,0.0,off_first,0.5,0,2042637280
0.8,-1.0,0.0,random,0.5,1,2042637280
0.8,-0.9921875,0.00390625,off_first,0.6,0,2042637280
0.8,-1.0,0.0,random,0.6,1,2042637280
0.8,-0.990234375,0.005859375,off_first,0.8,0,2042637280
0.8,-1.0,0.0,random,0.8,1,2042637280
0.0,-1.0,1.0,off_first,0.0,0,20426372178
0.0,-1.0,0.0,random,0.0,1,20426372178
0.0,-1.0,1.0,off_first,0.2,0,20426372178
0.0,-0.875,0.5009765625,random,0.2,12002,20426372178
0.0,-0.96484375,0.98046875,off_first,0.4,0,20426372178
0.0,-0.732421875,0.4742908296130952,random,0.4,420,20426372178
0.0,-0.9296875,0.951171875,off_first,0.5,0,20426372178
0.0,-0.740234375,0.5003171741452992,random,0.5,2340,20426372178
0.0,-0.869140625,0.8974609375,off_first,0.6,0,20426372178
0.0,-0.720703125,0.4752371651785714,random,0.6,84,20426372178
0.0,-0.73046875,0.763671875,off_first,0.8,0,20426372178
0.0,-0.640625,0.487548828125,random,0.8,12,20426372178
0.2,-1.0,1.0,off_first,0.0,0,20426372178
0.2,-1.0,0.0,random,0.0,1,20426372178
0.2,-0.9921875,0.99609375,off_first,0.2,0,20426372178
0.2,-0.943359375,0.096545960605935,random,0.2,3016,20426372178
0.2,-0.810546875,0.8271484375,off_first,0.4,0,20426372178
0.2,-0.84765625,0.170166015625,random,0.4,12,20426372178
0.2,-0.8203125,0.80859375,off_first,0.5,0,20426372178
0.2,-0.83203125,0.257568359375,random,0.5,60,20426372178
0.2,-0.7890625,0.763671875,off_first,0.6,0,20426372178
0.2,-0.80078125,0.2404203869047619,random,0.6,42,20426372178
0.2,-0.66796875,0.4921875,off_first,0.8,0,20426372178
0.2,-0.76171875,0.21875,random,0.8,2,20426372178
0.4,-1.0,1.0,off_first,0.0,0,20426372178
0.4,-1.0,0.0,random,0.0,1,20426372178
0.4,-0.87109375,0.83984375,off_first,0.2,0,20426372178
0.4,-1.0,0.0,random,0.2,1,20426372178
0.4,-0.82421875,0.4912109375,off_first,0.4,0,20426372178
0.4,-1.0,0.0,random,0.4,1,20426372178
0.4,-0.76171875,0.38671875,off_first,0.5,0,20426372178
0.4,-0.9453125,0.03125,random,0.5,1,20426372178
0.4,-0.755859375,0.310546875,off_first,0.6,0,20426372178
0.4,-0.896484375,0.10107421875,random,0.6,12,20426372178
0.4,-0.759765625,0.2470703125,off_first,0.8,0,20426372178
0.4,-0.83984375,0.1357421875,random,0.8,6,20426372178
0.5,-1.0,1.0,off_first,0.0,0,20426372178
0.5,-1.0,0.0,random,0.0,1,20426372178
0.5,-0.86328125,0.7333984375,off_first,0.2,0,20426372178
0.5,-1.0,0.0,random,0.2,1,20426372178
0.5,-0.82421875,0.26953125,off_first,0.4,0,20426372178
0.5,-0.9765625,0.0166015625,random,0.4,3,20426372178
0.5,-0.91015625,0.1005859375,off_first,0.5,0,20426372178
0.5,-0.986328125,0.00830078125,random,0.5,2,20426372178
0.5,-0.8359375,0.193359375,off_first,0.6,0,20426372178
0.5,-0.955078125,0.025390625,random,0.6,1,20426372178
0.5,-0.794921875,0.1689453125,off_first,0.8,0,20426372178
0.5,-0.9765625,0.01806640625,random,0.8,2,20426372178
0.6,-0.9375,0.9375,off_first,0.0,0,20426372178
0.6,-1.0,0.0,random,0.0,1,20426372178
0.6,-0.935546875,0.0888671875,off_first,0.2,0,20426372178
0.6,-1.0,0.0,random,0.2,1,20426372178
0.6,-0.974609375,0.01953125,off_first,0.4,0,20426372178
0.6,-1.0,0.0,random,0.4,1,20426372178
