init_magnet,Energy,Density,order,init_stab,length,sample
0.2,-0.828125,0.82421875,off_first,0.6,0,2042552627
0.2,-0.828125,0.19842819940476192,random,0.6,84,2042552627
0.2,-0.662109375,0.521484375,off_first,0.8,0,2042552627
0.2,-0.736328125,0.2041015625,random,0.8,6,2042552627
0.4,-1.0,1.0,off_first,0.0,0,2042552627
0.4,-1.0,0.0,random,0.0,1,2042552627
0.4,-0.875,0.818359375,off_first,0.2,0,2042552627
0.4,-1.0,0.0,random,0.2,1,2042552627
0.4,-0.78515625,0.4296875,off_first,0.4,0,2042552627
0.4,-0.943359375,0.0380859375,random,0.4,3,2042552627
0.4,-0.791015625,0.400390625,off_first,0.5,0,2042552627
0.4,-0.95703125,0.041015625,random,0.5,15,2042552627
0.4,-0.767578125,0.314453125,off_first,0.6,0,2042552627
0.4,-0.912109375,0.06556919642857142,random,0.6,14,2042552627
0.4,-0.744140625,0.263671875,off_first,0.8,0,2042552627
0.4,-0.908203125,0.06201171875,random,0.8,2,2042552627
0.5,-1.0,1.0,off_first,0.0,0,2042552627
0.5,-1.0,0.0,random,0.0,1,2042552627
0.5,-0.845703125,0.5908203125,off_first,0.2,0,2042552627
0.5,-1.0,0.0,random,0.2,1,2042552627
0.5,-0.82421875,0.2958984375,off_first,0.4,0,2042552627
0.5,-1.0,0.0,random,0.4,1,2042552627
0.5,-0.833984375,0.2080078125,off_first,0.5,0,2042552627
0.5,-0.97265625,0.02099609375,random,0.5,2,2042552627
0.5,-0.85546875,0.1240234375,off_first,0.6,0,2042552627
0.5,-0.96484375,0.02392578125,random,0.6,2,2042552627
0.5,-0.84375,0.1298828125,off_first,0.8,0,2042552627
0.5,-0.97265625,0.015625,random,0.8,1,2042552627
0.6,-1.0,1.0,off_first,0.0,0,2042552627
0.6,-1.0,0.0,random,0.0,1,2042552627
0.6,-1.0,0.0,off_first,0.2,0,2042552627
0.6,-1.0,0.0,random,0.2,1,2042552627
0.6,-0.9296875,0.0498046875,off_first,0.4,0,2042552627
0.6,-1.0,0.0,random,0.4,1,2042552627
0.6,-0.951171875,0.0361328125,off_first,0.5,0,2042552627
0.6,-1.0,0.0,random,0.5,1,2042552627
0.6,-0.88671875,0.1015625,off_first,0.6,0,2042552627
0.6,-0.982421875,0.009765625,random,0.6,1,2042552627
0.6,-0.908203125,0.0703125,off_first,0.8,0,2042552627
0.6,-0.974609375,0.0185546875,random,0.8,1,2042552627
0.8,-0.9921875,0.001953125,off_first,0.0,0,2042552627
0.8,-1.0,0.0,random,0.0,1,2042552627
0.8,-0.984375,0.00390625,off_first,0.2,0,2042552627
0.8,-1.0,0.0,random,0.2,1,2042552627
0.8,-0.9921875,0.001953125,off_first,0.4,0,2042552627
0.8,-1.0,0.0,random,0.4,1,2042552627
0.8,-1.0,0.0,off_first,0.5,0,2042552627
0.8,-1.0,0.0,random,0.5,1,2042552627
0.8,-0.9921875,0.001953125,off_first,0.6,0,2042552627
0.8,-1.0,0.0,random,0.6,1,2042552627
0.8,-1.0,0.0,off_first,0.8,0,2042552627
0.8,-1.0,0.0,random,0.8,1,2042552627
0.0,-1.0,1.0,off_first,0.0,0,2042552636
0.0,-0.935546875,0.6158088235294118,random,0.0,17,2042552636
0.0,-1.0,1.0,off_first,0.2,0,2042552636
0.0,-0.884765625,0.5302734375,random,0.2,12002,2042552636
0.0,-0.953125,0.9716796875,off_first,0.4,0,2042552636
0.0,-0.8125,0.6627604166666666,random,0.4,60,2042552636
0.0,-0.943359375,0.958984375,off_first,0.5,0,2042552636
0.0,-0.724609375,0.5245186941964286,random,0.5,336,2042552636
0.0,-0.82421875,0.841796875,off_first,0.6,0,2042552636
